CUSTOMER_ID,CHURN_PROBABILITY,CHURN_LABEL,CLIENT_TO_CONTACT,DISCOUNT
C105629,0.86,STAY,NO,0.0
C105631,0.58,LEAVE,YES,25.52
C105633,0.58,LEAVE,NOT,0.0
C105641,0.99,STAY,NO,0.0
C105642,0.59,STAY,NO,0.0
C105643,0.83,STAY,NO,0.0
C105649,1.0,LEAVE,YES,167.0
C105653,0.99,STAY,NO,0.0
C105656,0.82,STAY,NO,0.0
C105658,0.99,STAY,NO,0.0
C105659,0.87,LEAVE,NOT,0.0
C105662,0.88,STAY,NO,0.0
C105663,0.98,LEAVE,YES,189.14
C105669,0.65,LEAVE,YES,130.0
C105672,0.92,LEAVE,YES,185.84
C105677,0.75,LEAVE,YES,36.0
C105678,0.99,STAY,NO,0.0
C105680,0.92,STAY,NO,0.0
C105688,0.89,STAY,NO,0.0
C105691,0.86,STAY,NO,0.0
C105703,0.85,STAY,NO,0.0
C105710,0.99,LEAVE,YES,158.4
C105711,0.98,STAY,NO,0.0
C105720,0.88,STAY,NO,0.0
C105726,0.89,STAY,NO,0.0
C105729,1.0,STAY,NO,0.0
C105730,0.92,LEAVE,YES,187.68
C105731,0.98,STAY,NO,0.0
C105734,0.95,STAY,NO,0.0
C105735,0.79,STAY,NO,0.0
C105736,0.99,STAY,NO,0.0
C105739,0.5,STAY,NO,0.0
C105740,0.62,STAY,NO,0.0
C105746,0.61,STAY,NO,0.0
C105748,0.97,STAY,NO,0.0
C105753,0.98,LEAVE,NOT,0.0
C105757,0.83,STAY,NO,0.0
C105760,0.6,LEAVE,YES,21.6
C105763,0.99,STAY,NO,0.0
C105764,0.91,STAY,NO,0.0
C105768,0.8,LEAVE,NOT,0.0
C105769,0.79,STAY,NO,0.0
C105771,1.0,STAY,NO,0.0
C105773,0.69,STAY,NO,0.0
C105779,0.99,STAY,NO,0.0
C105780,0.54,LEAVE,YES,30.24
C105782,0.96,STAY,NO,0.0
C105786,0.86,STAY,NO,0.0
C105789,0.99,STAY,NO,0.0
C105791,0.94,LEAVE,YES,204.92
C105795,0.9,LEAVE,YES,40.5
C105796,1.0,STAY,NO,0.0
C105798,0.94,STAY,NO,0.0
C105803,0.99,STAY,NO,0.0
C105809,0.97,STAY,NO,0.0
C105816,0.99,STAY,NO,0.0
C105817,0.92,LEAVE,YES,39.56
C105835,0.77,STAY,NO,0.0
C105839,0.96,LEAVE,YES,113.28
C105845,0.9,STAY,NO,0.0
C105848,0.56,LEAVE,NOT,0.0
C105851,0.99,STAY,NO,0.0
C105852,0.92,STAY,NO,0.0
C105855,0.92,STAY,NO,0.0
C105861,0.84,LEAVE,YES,134.4
C105869,0.89,STAY,NO,0.0
C105881,0.99,STAY,NO,0.0
C105882,0.93,STAY,NO,0.0
C105884,0.67,STAY,NO,0.0
C105885,0.91,LEAVE,YES,58.24
C105899,0.99,LEAVE,YES,152.46
C105908,0.75,LEAVE,YES,81.0
C105911,0.55,LEAVE,NOT,0.0
C105915,0.86,STAY,NO,0.0
C105918,0.77,LEAVE,YES,168.63
C105933,0.69,LEAVE,YES,129.72
C105935,0.83,STAY,NO,0.0
C105940,0.66,LEAVE,NOT,0.0
C105946,0.87,STAY,NO,0.0
C105947,0.99,LEAVE,NOT,0.0
C105948,0.89,STAY,NO,0.0
C105952,0.96,STAY,NO,0.0
C105959,0.67,STAY,NO,0.0
C105960,0.78,STAY,NO,0.0
C105967,0.97,LEAVE,NOT,0.0
C105980,0.6,LEAVE,YES,23.4
C105983,0.99,STAY,NO,0.0
C105985,0.92,STAY,NO,0.0
C105993,0.89,LEAVE,YES,103.24
C105998,0.7,LEAVE,NOT,0.0
C105999,1.0,STAY,NO,0.0
C106006,0.69,LEAVE,NOT,0.0
C106014,0.79,STAY,NO,0.0
C106015,0.94,LEAVE,YES,160.74
C106017,0.99,STAY,NO,0.0
C106022,0.91,LEAVE,YES,60.06
C106038,1.0,STAY,NO,0.0
C106042,0.74,STAY,NO,0.0
C106047,0.97,STAY,NO,0.0
C106048,0.92,STAY,NO,0.0
C106050,0.72,STAY,NO,0.0
C106056,0.95,STAY,NO,0.0
C106060,1.0,STAY,NO,0.0
C106062,0.88,STAY,NO,0.0
C106063,0.84,STAY,NO,0.0
C106065,1.0,STAY,NO,0.0
C106068,1.0,STAY,NO,0.0
C106070,0.97,STAY,NO,0.0
C106074,0.94,LEAVE,YES,176.72
C106081,0.78,STAY,NO,0.0
C106088,0.98,STAY,NO,0.0
C106093,0.69,STAY,NO,0.0
C106095,0.8,LEAVE,YES,26.4
C106098,0.53,LEAVE,YES,27.56
C106100,0.61,LEAVE,YES,114.07
C106105,0.95,STAY,NO,0.0
C106107,0.72,STAY,NO,0.0
C106115,0.89,LEAVE,YES,180.67
C106116,0.94,LEAVE,YES,40.42
C106120,0.76,LEAVE,YES,133.0
C106129,0.8,LEAVE,YES,202.4
C106134,0.91,LEAVE,YES,147.42
C106135,0.88,STAY,NO,0.0
C106136,0.98,STAY,NO,0.0
C106138,0.99,LEAVE,YES,50.49
C106139,0.87,STAY,NO,0.0
C106140,0.8,LEAVE,NOT,0.0
C106144,0.93,STAY,NO,0.0
C106152,0.84,STAY,NO,0.0
C106158,0.63,STAY,NO,0.0
C106163,1.0,STAY,NO,0.0
C106165,0.94,STAY,NO,0.0
C106167,1.0,STAY,NO,0.0
C106168,0.99,STAY,NO,0.0
C106169,0.66,LEAVE,YES,43.56
C106178,0.64,STAY,NO,0.0
C106184,0.98,STAY,NO,0.0
C106185,0.9,LEAVE,NOT,0.0
C106188,0.96,STAY,NO,0.0
C106190,1.0,STAY,NO,0.0
C106192,0.64,STAY,NO,0.0
C106193,0.6,STAY,NO,0.0
C106198,0.51,STAY,NO,0.0
C106202,0.99,STAY,NO,0.0
C106204,1.0,STAY,NO,0.0
C106210,0.98,STAY,NO,0.0
C106214,0.91,LEAVE,YES,46.41
C106218,0.98,LEAVE,YES,208.74
C106227,0.99,STAY,NO,0.0
C106228,0.97,STAY,NO,0.0
C106234,0.88,LEAVE,YES,175.12
C106235,0.51,LEAVE,YES,12.75
C106238,0.88,STAY,NO,0.0
C106250,1.0,STAY,NO,0.0
C106264,0.99,LEAVE,YES,147.51
C106269,0.96,STAY,NO,0.0
C106270,0.97,STAY,NO,0.0
C106275,0.93,STAY,NO,0.0
C106280,0.52,STAY,NO,0.0
C106291,0.99,STAY,NO,0.0
C106294,0.91,LEAVE,NOT,0.0
C106301,0.83,LEAVE,YES,25.73
C106306,0.87,STAY,NO,0.0
C106309,0.96,STAY,NO,0.0
C106315,0.82,STAY,NO,0.0
C106316,0.58,LEAVE,YES,30.74
C106318,0.97,LEAVE,YES,47.53
C106320,0.73,STAY,NO,0.0
C106327,0.99,STAY,NO,0.0
C106329,1.0,STAY,NO,0.0
C106332,0.67,STAY,NO,0.0
C106333,0.94,STAY,NO,0.0
C106334,0.9,STAY,NO,0.0
C106339,0.97,STAY,NO,0.0
C106341,1.0,STAY,NO,0.0
C106346,0.97,STAY,NO,0.0
C106352,0.89,LEAVE,YES,184.23
C106359,0.96,STAY,NO,0.0
C106360,0.97,LEAVE,NOT,0.0
C106371,0.95,STAY,NO,0.0
C106373,0.99,STAY,NO,0.0
C106379,1.0,STAY,NO,0.0
C106385,0.96,STAY,NO,0.0
C106386,0.97,STAY,NO,0.0
C106388,0.8,LEAVE,YES,52.0
C106391,0.64,LEAVE,YES,35.84
C106395,0.88,LEAVE,YES,156.64
C106396,0.67,STAY,NO,0.0
C106400,0.86,LEAVE,NOT,0.0
C106408,0.99,STAY,NO,0.0
C106414,0.82,LEAVE,NOT,0.0
C106415,0.55,STAY,NO,0.0
C106418,0.99,STAY,NO,0.0
C106421,0.52,LEAVE,YES,31.2
C106424,0.81,LEAVE,YES,38.88
C106434,1.0,STAY,NO,0.0
C106435,0.82,LEAVE,YES,48.38
C106436,0.94,STAY,NO,0.0
C106437,0.9,STAY,NO,0.0
C106443,0.53,LEAVE,YES,25.97
C106445,0.9,STAY,NO,0.0
C106451,0.6,STAY,NO,0.0
C106459,0.65,LEAVE,YES,37.7
C106461,1.0,STAY,NO,0.0
C106471,0.96,STAY,NO,0.0
C106477,0.83,LEAVE,YES,22.41
C106485,0.8,STAY,NO,0.0
C106486,0.99,STAY,NO,0.0
C106489,0.85,LEAVE,YES,166.6
C106497,0.53,LEAVE,YES,21.2
C106499,0.86,STAY,NO,0.0
C106502,1.0,STAY,NO,0.0
C106505,0.96,LEAVE,YES,197.76
C106506,0.67,STAY,NO,0.0
C106510,0.84,LEAVE,NOT,0.0
C106513,0.94,STAY,NO,0.0
C106514,1.0,STAY,NO,0.0
C106515,0.97,LEAVE,YES,216.31
C106524,0.98,LEAVE,YES,155.82
C106526,0.96,STAY,NO,0.0
C106538,0.98,STAY,NO,0.0
C106554,0.78,LEAVE,YES,164.58
C106561,1.0,STAY,NO,0.0
C106562,0.91,STAY,NO,0.0
C106564,0.97,STAY,NO,0.0
C106573,0.77,STAY,NO,0.0
C106574,0.95,STAY,NO,0.0
C106576,1.0,STAY,NO,0.0
C106578,0.98,STAY,NO,0.0
C106580,0.84,LEAVE,YES,172.2
C106586,0.88,LEAVE,NOT,0.0
C106587,0.97,STAY,NO,0.0
C106588,0.89,LEAVE,NOT,0.0
C106589,0.54,LEAVE,NOT,0.0
C106590,0.86,STAY,NO,0.0
C106597,0.99,STAY,NO,0.0
C106603,0.6,STAY,NO,0.0
C106613,0.51,LEAVE,YES,18.87
C106616,0.66,STAY,NO,0.0
C106619,0.77,STAY,NO,0.0
C106620,0.99,STAY,NO,0.0
C106622,0.66,LEAVE,YES,33.66
C106623,0.98,LEAVE,YES,186.2
C106624,0.98,STAY,NO,0.0
C106625,0.66,LEAVE,YES,33.66
C106631,0.89,LEAVE,YES,194.91
C106646,0.97,LEAVE,NOT,0.0
C106658,0.99,STAY,NO,0.0
C106660,0.87,STAY,NO,0.0
C106661,0.5,LEAVE,NOT,0.0
C106664,0.98,STAY,NO,0.0
C106667,0.74,STAY,NO,0.0
C106668,0.58,STAY,NO,0.0
C106670,0.94,STAY,NO,0.0
C106672,0.98,STAY,NO,0.0
C106679,1.0,STAY,NO,0.0
C106680,0.89,STAY,NO,0.0
C106681,0.9,LEAVE,YES,221.4
C106682,0.88,STAY,NO,0.0
C106685,0.64,LEAVE,YES,23.04
C106694,0.87,STAY,NO,0.0
C106697,0.64,STAY,NO,0.0
C106698,0.58,LEAVE,NOT,0.0
C106703,0.89,STAY,NO,0.0
C106710,0.95,STAY,NO,0.0
C106716,0.69,STAY,NO,0.0
C106718,0.52,STAY,NO,0.0
C106723,0.79,STAY,NO,0.0
C106724,1.0,STAY,NO,0.0
C106730,0.91,STAY,NO,0.0
C106732,0.97,STAY,NO,0.0
C106736,0.56,LEAVE,YES,101.36
C106746,0.99,STAY,NO,0.0
C106747,0.83,STAY,NO,0.0
C106748,0.92,STAY,NO,0.0
C106751,1.0,STAY,NO,0.0
C106752,1.0,STAY,NO,0.0
C106753,0.96,STAY,NO,0.0
C106756,0.94,STAY,NO,0.0
C106763,0.89,STAY,NO,0.0
C106771,1.0,STAY,NO,0.0
C106775,0.95,STAY,NO,0.0
C106778,0.85,LEAVE,YES,44.2
C106788,1.0,STAY,NO,0.0
C106790,0.96,STAY,NO,0.0
C106797,0.97,STAY,NO,0.0
C106800,0.85,STAY,NO,0.0
C106802,0.71,STAY,NO,0.0
C106803,0.99,STAY,NO,0.0
C106810,0.75,STAY,NO,0.0
C106813,0.99,STAY,NO,0.0
C106814,1.0,STAY,NO,0.0
C106822,0.55,STAY,NO,0.0
C106826,0.87,LEAVE,YES,160.08
C106831,0.97,STAY,NO,0.0
C106834,0.99,STAY,NO,0.0
C106835,0.75,LEAVE,YES,37.5
C106836,0.92,LEAVE,YES,178.48
C106838,0.92,LEAVE,YES,150.88
C106844,1.0,STAY,NO,0.0
C106845,0.91,STAY,NO,0.0
C106848,0.5,STAY,NO,0.0
C106849,0.52,STAY,NO,0.0
C106850,0.96,STAY,NO,0.0
C106852,0.99,STAY,NO,0.0
C106861,1.0,STAY,NO,0.0
C106862,0.87,STAY,NO,0.0
C106867,1.0,LEAVE,NOT,0.0
C106871,0.92,STAY,NO,0.0
C106878,0.95,STAY,NO,0.0
C106879,1.0,STAY,NO,0.0
C106880,0.94,STAY,NO,0.0
C106882,0.96,STAY,NO,0.0
C106889,0.77,LEAVE,YES,133.98
C106891,1.0,STAY,NO,0.0
C106893,0.69,LEAVE,YES,37.26
C106898,0.99,STAY,NO,0.0
C106903,1.0,STAY,NO,0.0
C106905,0.99,LEAVE,YES,169.29
C106910,0.68,STAY,NO,0.0
C106911,0.98,STAY,NO,0.0
C106914,0.72,STAY,NO,0.0
C106916,0.97,STAY,NO,0.0
C106929,0.99,LEAVE,NOT,0.0
C106930,1.0,STAY,NO,0.0
C106932,0.98,STAY,NO,0.0
C106940,0.9,STAY,NO,0.0
C106948,0.91,STAY,NO,0.0
C106953,0.96,STAY,NO,0.0
C106955,0.97,STAY,NO,0.0
C106956,0.91,LEAVE,NOT,0.0
C106957,0.96,LEAVE,YES,36.48
C106959,0.92,STAY,NO,0.0
C106960,0.62,LEAVE,YES,27.28
C106964,0.98,STAY,NO,0.0
C106981,0.56,LEAVE,YES,130.48
C106982,0.73,STAY,NO,0.0
C106995,0.99,STAY,NO,0.0
C106997,0.97,STAY,NO,0.0
C107000,0.6,STAY,NO,0.0
C107001,0.83,STAY,NO,0.0
C107002,0.91,STAY,NO,0.0
C107003,0.99,STAY,NO,0.0
C107007,0.84,STAY,NO,0.0
C107011,0.97,STAY,NO,0.0
C107013,0.52,LEAVE,YES,108.16
C107018,0.94,LEAVE,YES,206.8
C107021,0.65,STAY,NO,0.0
C107022,0.88,STAY,NO,0.0
C107025,0.67,STAY,NO,0.0
C107033,0.97,STAY,NO,0.0
C107037,0.64,STAY,NO,0.0
C107039,0.99,STAY,NO,0.0
C107042,0.5,LEAVE,YES,103.0
C107044,0.93,LEAVE,NOT,0.0
C107048,0.7,LEAVE,NOT,0.0
C107062,0.76,LEAVE,YES,47.88
C107065,0.93,LEAVE,YES,204.6
C107066,0.71,STAY,NO,0.0
C107067,0.95,STAY,NO,0.0
C107069,0.95,STAY,NO,0.0
C107074,0.98,STAY,NO,0.0
C107076,0.99,STAY,NO,0.0
C107079,0.85,STAY,NO,0.0
C107080,0.58,LEAVE,YES,23.2
C107081,0.9,LEAVE,YES,171.0
C107085,1.0,STAY,NO,0.0
C107086,0.66,LEAVE,YES,38.94
C107089,0.97,STAY,NO,0.0
C107091,0.96,LEAVE,YES,155.52
C107095,0.99,STAY,NO,0.0
C107100,0.96,STAY,NO,0.0
C107104,0.99,LEAVE,YES,193.05
C107105,0.52,STAY,NO,0.0
C107111,0.87,STAY,NO,0.0
C107115,0.99,STAY,NO,0.0
C107116,0.87,LEAVE,YES,221.85
C107117,0.92,LEAVE,YES,195.96
C107119,1.0,STAY,NO,0.0
C107125,0.63,STAY,NO,0.0
C107128,0.67,STAY,NO,0.0
C107138,0.95,STAY,NO,0.0
C107146,0.98,STAY,NO,0.0
C107147,0.92,STAY,NO,0.0
C107149,0.81,LEAVE,NOT,0.0
C107154,0.99,STAY,NO,0.0
C107159,0.56,STAY,NO,0.0
C107162,1.0,STAY,NO,0.0
C107166,0.87,STAY,NO,0.0
C107167,0.97,LEAVE,YES,149.38
C107169,0.86,STAY,NO,0.0
C107175,0.55,STAY,NO,0.0
C107176,0.59,STAY,NO,0.0
C107179,0.98,STAY,NO,0.0
C107190,0.79,LEAVE,YES,154.05
C107193,0.77,LEAVE,YES,22.33
C107196,0.63,LEAVE,NOT,0.0
C107199,0.98,LEAVE,YES,147.98
C107200,0.93,LEAVE,YES,41.85
C107205,0.8,LEAVE,YES,120.8
C107218,0.73,LEAVE,YES,29.2
C107221,0.91,LEAVE,YES,216.58
C107222,0.95,STAY,NO,0.0
C107230,1.0,STAY,NO,0.0
C107231,0.87,LEAVE,NOT,0.0
C107245,0.96,LEAVE,YES,48.96
C107247,0.51,STAY,NO,0.0
C107249,0.99,STAY,NO,0.0
C107251,0.98,STAY,NO,0.0
C107253,1.0,STAY,NO,0.0
C107257,0.98,STAY,NO,0.0
C107265,0.85,LEAVE,YES,38.25
C107266,0.89,STAY,NO,0.0
C107268,0.93,STAY,NO,0.0
C107272,0.98,STAY,NO,0.0
C107274,0.93,STAY,NO,0.0
C107276,0.97,LEAVE,YES,151.32
C107280,0.95,LEAVE,YES,149.15
C107284,0.97,STAY,NO,0.0
C107285,0.68,STAY,NO,0.0
C107286,0.87,STAY,NO,0.0
C107293,1.0,STAY,NO,0.0
C107296,1.0,LEAVE,NOT,0.0
C107305,0.71,STAY,NO,0.0
C107306,0.93,STAY,NO,0.0
C107307,0.6,LEAVE,YES,121.2
C107310,1.0,STAY,NO,0.0
C107316,0.94,STAY,NO,0.0
C107322,0.92,STAY,NO,0.0
C107323,1.0,STAY,NO,0.0
C107325,0.96,LEAVE,NOT,0.0
C107326,0.94,STAY,NO,0.0
C107332,0.58,LEAVE,NOT,0.0
C107335,0.53,LEAVE,NOT,0.0
C107337,0.94,LEAVE,YES,31.96
C107338,0.87,LEAVE,YES,174.0
C107341,0.99,STAY,NO,0.0
C107345,0.79,STAY,NO,0.0
C107348,0.99,STAY,NO,0.0
C107351,0.97,STAY,NO,0.0
C107356,0.71,STAY,NO,0.0
C107362,0.54,STAY,NO,0.0
C107364,0.97,STAY,NO,0.0
C107366,0.93,STAY,NO,0.0
C107369,0.76,LEAVE,YES,31.16
C107378,0.93,STAY,NO,0.0
C107385,0.69,STAY,NO,0.0
C107391,1.0,STAY,NO,0.0
C107392,0.99,STAY,NO,0.0
C107398,0.93,STAY,NO,0.0
C107402,0.85,STAY,NO,0.0
C107406,0.64,STAY,NO,0.0
C107410,1.0,STAY,NO,0.0
C107414,0.98,LEAVE,YES,163.66
C107426,0.94,LEAVE,YES,105.28
C107430,0.99,LEAVE,YES,184.14
C107431,0.99,STAY,NO,0.0
C107442,0.99,STAY,NO,0.0
C107444,0.68,LEAVE,YES,39.44
C107452,0.97,STAY,NO,0.0
C107455,0.58,STAY,NO,0.0
C107457,0.96,LEAVE,YES,193.92
C107458,0.63,STAY,NO,0.0
C107463,0.98,LEAVE,YES,157.78
C107464,0.89,STAY,NO,0.0
C107469,0.98,LEAVE,NOT,0.0
C107472,0.92,LEAVE,YES,173.88
C107473,0.8,STAY,NO,0.0
C107477,0.96,LEAVE,YES,152.64
C107488,0.99,STAY,NO,0.0
C107490,0.96,LEAVE,YES,202.56
C107500,1.0,STAY,NO,0.0
C107501,1.0,STAY,NO,0.0
C107506,0.99,STAY,NO,0.0
C107511,0.86,LEAVE,NOT,0.0
C107512,0.96,LEAVE,YES,166.08
C107513,0.73,STAY,NO,0.0
C107515,0.94,LEAVE,YES,140.06
C107531,0.89,STAY,NO,0.0
C107542,0.99,STAY,NO,0.0
C107545,0.51,STAY,NO,0.0
C107551,0.85,STAY,NO,0.0
C107555,0.81,STAY,NO,0.0
C107556,0.94,LEAVE,YES,179.54
C107559,0.59,LEAVE,YES,14.16
C107561,0.96,STAY,NO,0.0
C107568,0.98,STAY,NO,0.0
C107569,0.91,STAY,NO,0.0
C107570,0.98,STAY,NO,0.0
C107571,0.53,LEAVE,YES,31.8
C107572,0.98,STAY,NO,0.0
C107575,0.99,STAY,NO,0.0
C107583,0.98,STAY,NO,0.0
C107586,0.65,STAY,NO,0.0
C107595,0.84,STAY,NO,0.0
C107596,0.89,LEAVE,YES,52.51
C107603,0.79,STAY,NO,0.0
C107607,0.98,LEAVE,YES,174.44
C107608,1.0,STAY,NO,0.0
C107609,0.98,STAY,NO,0.0
C107614,0.96,STAY,NO,0.0
C107616,0.98,LEAVE,YES,211.68
C107617,0.83,LEAVE,YES,198.37
C107620,0.7,LEAVE,YES,146.3
C107628,0.86,LEAVE,YES,165.98
C107629,0.99,STAY,NO,0.0
C107635,0.97,STAY,NO,0.0
C107644,0.92,LEAVE,YES,161.92
C107645,0.95,STAY,NO,0.0
C107649,0.99,STAY,NO,0.0
C107653,0.97,STAY,NO,0.0
C107656,0.8,STAY,NO,0.0
C107660,0.56,LEAVE,YES,31.92
C107662,0.87,LEAVE,YES,207.93
C107663,0.6,LEAVE,YES,94.8
C107664,0.92,LEAVE,YES,157.32
C107666,0.76,STAY,NO,0.0
C107668,1.0,STAY,NO,0.0
C107676,0.95,LEAVE,YES,201.4
C107679,0.9,STAY,NO,0.0
C107682,0.79,STAY,NO,0.0
C107683,0.95,LEAVE,YES,169.1
C107690,1.0,STAY,NO,0.0
C107693,0.98,STAY,NO,0.0
C107694,0.99,STAY,NO,0.0
C107696,0.64,LEAVE,NOT,0.0
C107701,0.77,STAY,NO,0.0
C107715,0.95,STAY,NO,0.0
C107716,0.96,STAY,NO,0.0
C107718,0.53,STAY,NO,0.0
C107731,0.98,STAY,NO,0.0
C107735,0.65,LEAVE,NOT,0.0
C107736,0.87,LEAVE,NOT,0.0
C107741,1.0,STAY,NO,0.0
C107748,1.0,STAY,NO,0.0
C107752,0.93,STAY,NO,0.0
C107760,1.0,STAY,NO,0.0
C107769,0.74,LEAVE,YES,22.94
C107774,0.97,STAY,NO,0.0
C107775,0.93,STAY,NO,0.0
C107782,0.9,LEAVE,NOT,0.0
C107783,0.71,STAY,NO,0.0
C107785,0.73,STAY,NO,0.0
C107786,0.63,STAY,NO,0.0
C107794,0.98,STAY,NO,0.0
C107805,0.85,STAY,NO,0.0
C107807,0.97,LEAVE,YES,197.88
C107813,0.88,LEAVE,YES,212.96
C107817,0.99,STAY,NO,0.0
C107820,0.83,STAY,NO,0.0
C107821,0.8,STAY,NO,0.0
C107822,0.54,STAY,NO,0.0
C107823,0.56,STAY,NO,0.0
C107824,0.85,STAY,NO,0.0
C107832,0.92,STAY,NO,0.0
C107834,1.0,STAY,NO,0.0
C107843,1.0,STAY,NO,0.0
C107846,0.75,LEAVE,NOT,0.0
C107853,1.0,STAY,NO,0.0
C107856,1.0,STAY,NO,0.0
C107866,0.85,STAY,NO,0.0
C107871,0.53,STAY,NO,0.0
C107876,0.87,STAY,NO,0.0
C107878,0.75,LEAVE,NOT,0.0
C107880,0.63,STAY,NO,0.0
C107887,0.8,STAY,NO,0.0
C107890,0.68,STAY,NO,0.0
C107893,0.99,STAY,NO,0.0
C107894,1.0,STAY,NO,0.0
C107899,0.97,STAY,NO,0.0
C107904,1.0,STAY,NO,0.0
C107905,0.82,LEAVE,NOT,0.0
C107906,0.72,LEAVE,YES,144.0
C107909,0.99,STAY,NO,0.0
C107912,0.83,LEAVE,YES,151.89
C107916,1.0,STAY,NO,0.0
C107920,0.8,STAY,NO,0.0
C107921,0.96,STAY,NO,0.0
C107922,0.67,STAY,NO,0.0
C107927,0.99,STAY,NO,0.0
C107928,0.99,LEAVE,YES,140.58
C107933,0.78,LEAVE,YES,37.44
C107948,0.99,STAY,NO,0.0
C107961,0.78,STAY,NO,0.0
C107965,0.92,STAY,NO,0.0
C107969,0.66,STAY,NO,0.0
C107970,0.61,STAY,NO,0.0
C107972,0.94,STAY,NO,0.0
C107974,0.9,STAY,NO,0.0
C107976,0.71,STAY,NO,0.0
C107978,0.95,STAY,NO,0.0
C107979,1.0,STAY,NO,0.0
C107981,0.81,LEAVE,YES,91.53
C107982,1.0,STAY,NO,0.0
C107983,1.0,STAY,NO,0.0
C107985,0.69,LEAVE,YES,29.67
C107987,1.0,STAY,NO,0.0
C107999,0.85,STAY,NO,0.0
C108009,0.95,STAY,NO,0.0
C108012,0.91,LEAVE,YES,168.35
C108027,0.99,STAY,NO,0.0
C108032,0.79,LEAVE,YES,175.38
C108038,1.0,STAY,NO,0.0
C108039,0.83,STAY,NO,0.0
C108040,1.0,STAY,NO,0.0
C108048,0.97,STAY,NO,0.0
C108054,0.51,LEAVE,NOT,0.0
C108055,0.6,STAY,NO,0.0
C108056,0.61,LEAVE,YES,27.45
C108062,0.99,STAY,NO,0.0
C108066,0.66,STAY,NO,0.0
C108076,0.53,STAY,NO,0.0
C108077,0.81,STAY,NO,0.0
C108085,0.99,LEAVE,YES,184.14
C108086,0.99,STAY,NO,0.0
C108087,0.89,STAY,NO,0.0
C108089,0.89,STAY,NO,0.0
C108090,0.99,STAY,NO,0.0
C108095,0.99,STAY,NO,0.0
C108096,0.88,STAY,NO,0.0
C108100,0.95,STAY,NO,0.0
C108102,0.99,STAY,NO,0.0
C108105,0.99,STAY,NO,0.0
C108106,0.81,LEAVE,YES,135.27
C108109,0.97,LEAVE,YES,209.52
C108110,1.0,STAY,NO,0.0
C108111,0.79,LEAVE,NOT,0.0
C108113,0.56,LEAVE,YES,42.0
C108118,1.0,STAY,NO,0.0
C108121,1.0,STAY,NO,0.0
C108122,0.78,STAY,NO,0.0
C108137,0.97,STAY,NO,0.0
C108138,0.87,LEAVE,YES,159.21
C108143,1.0,STAY,NO,0.0
C108150,0.62,LEAVE,YES,35.96
C108154,0.97,STAY,NO,0.0
C108160,0.9,STAY,NO,0.0
C108161,0.83,STAY,NO,0.0
C108163,0.89,STAY,NO,0.0
C108167,0.73,STAY,NO,0.0
C108172,0.78,LEAVE,NOT,0.0
C108188,0.82,LEAVE,YES,147.6
C108194,0.77,STAY,NO,0.0
C108197,0.97,STAY,NO,0.0
C108202,0.62,LEAVE,YES,143.22
C108205,0.56,STAY,NO,0.0
C108209,0.94,STAY,NO,0.0
C108213,0.87,STAY,NO,0.0
C108215,0.99,STAY,NO,0.0
C108217,0.57,LEAVE,YES,123.12
C108218,1.0,STAY,NO,0.0
C108222,0.97,STAY,NO,0.0
C108229,0.99,STAY,NO,0.0
C108230,1.0,STAY,NO,0.0
C108233,0.98,LEAVE,YES,153.86
C108235,0.9,STAY,NO,0.0
C108236,0.98,STAY,NO,0.0
C108240,1.0,STAY,NO,0.0
C108242,1.0,STAY,NO,0.0
C108244,0.98,LEAVE,YES,188.16
C108245,0.87,STAY,NO,0.0
C108248,0.66,STAY,NO,0.0
C108249,0.94,LEAVE,YES,183.3
C108251,0.98,STAY,NO,0.0
C108253,0.99,LEAVE,NOT,0.0
C108254,0.94,STAY,NO,0.0
C108258,0.82,STAY,NO,0.0
C108259,1.0,STAY,NO,0.0
C108260,1.0,STAY,NO,0.0
C108263,0.98,LEAVE,YES,128.38
C108267,0.97,STAY,NO,0.0
C108268,0.76,STAY,NO,0.0
C108269,0.99,STAY,NO,0.0
C108270,1.0,STAY,NO,0.0
C108271,0.99,STAY,NO,0.0
C108279,1.0,STAY,NO,0.0
C108280,0.96,LEAVE,NOT,0.0
C108286,0.55,LEAVE,YES,90.75
C108290,0.92,STAY,NO,0.0
C108300,1.0,STAY,NO,0.0
C108301,0.57,STAY,NO,0.0
C108305,0.76,STAY,NO,0.0
C108314,0.75,STAY,NO,0.0
C108317,0.61,STAY,NO,0.0
C108319,0.57,STAY,NO,0.0
C108324,0.91,STAY,NO,0.0
C108327,0.53,LEAVE,YES,120.31
C108328,0.95,STAY,NO,0.0
C108330,0.87,STAY,NO,0.0
C108331,0.99,STAY,NO,0.0
C108332,0.73,LEAVE,YES,141.62
C108338,0.89,STAY,NO,0.0
C108341,0.94,LEAVE,YES,212.44
C108350,0.89,LEAVE,YES,168.21
C108373,0.89,STAY,NO,0.0
C108375,0.97,STAY,NO,0.0
C108376,0.57,LEAVE,YES,42.75
C108381,0.7,STAY,NO,0.0
C108387,1.0,STAY,NO,0.0
C108391,0.99,LEAVE,YES,215.82
C108400,0.96,STAY,NO,0.0
C108402,0.85,LEAVE,YES,140.25
C108405,1.0,LEAVE,YES,182.0
C108412,0.91,LEAVE,NOT,0.0
C108415,0.99,STAY,NO,0.0
C108422,0.66,LEAVE,YES,116.16
C108423,1.0,STAY,NO,0.0
